Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
401218616,2020,1,regular,2020-08-30T01:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3689,Cramton Bowl,2110,Central Arkansas,fcs,Southland,24,0,6,7,11,,,,2046,Austin Peay,fcs,OVC,17,7,3,0,7,,,,,,,8,8
401238035,2020,1,regular,2020-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,12716,3803,Legion Field,5,UAB,fbs,Conference USA,45,14,14,3,14,0.9980808804,,,2110,Central Arkansas,fcs,Southland,35,7,14,0,14,0.001919119615,,,2.226002,https://www.youtube.com/watch?v=aBwb65AoLmQ,,1,8
401207101,2020,1,regular,2020-09-04T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3815,M. M. Roberts Stadium,2572,Southern Miss,fbs,Conference USA,21,0,10,3,8,0.2697391539,1451,1406,6,South Alabama,fbs,Sun Belt,32,13,0,10,9,0.7302608461,1227,1272,5.58695,https://www.youtube.com/watch?v=XzIoo20mNEo,,1,1
401237353,2020,1,regular,2020-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,12001,3775,Joan C. Edwards Stadium,276,Marshall,fbs,Conference USA,59,21,17,14,7,0.998935769,,,2198,Eastern Kentucky,fcs,OVC,0,0,0,0,0,0.001064230997,,,1.145602893,https://www.youtube.com/watch?v=TBf5sm0SvaE,,1,8
401235700,2020,1,regular,2020-09-05T17:30:00.000Z,FALSE,TRUE,FALSE,FALSE,5249,3841,Michie Stadium,349,Army,fbs,FBS Independents,42,7,14,14,7,0.9989401671,1495,1610,2393,Middle Tennessee,fbs,Conference USA,0,0,0,0,0,0.001059832871,1429,1314,2.470913123,https://www.youtube.com/watch?v=FdOHH54jzW4,,1,1
401212484,2020,1,regular,2020-09-05T20:30:00.000Z,FALSE,TRUE,FALSE,FALSE,7500,3644,Bobcat Stadium (TX),326,Texas State,fbs,Sun Belt,24,0,14,7,3,0.04638549558,1193,1206,2567,SMU,fbs,American Athletic,31,0,14,14,3,0.9536145044,1557,1544,3.288221125,https://www.youtube.com/watch?v=DV-qRe8YnqI,,1,1
401207098,2020,1,regular,2020-09-05T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,7611,3825,DATCU Stadium,249,North Texas,fbs,Conference USA,57,14,9,20,14,0.9987933449,,,2277,Houston Christian,fcs,Southland,31,0,10,7,14,0.001206655054,,,1.644304712,https://www.youtube.com/watch?v=MRNGDI4smi0,,1,8
401212553,2020,1,regular,2020-09-06T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,4537,3805,Simmons Bank Liberty Stadium,235,Memphis,fbs,American Athletic,37,7,14,13,3,0.945904239,1698,1702,2032,Arkansas State,fbs,Sun Belt,24,14,0,3,7,0.05409576097,1431,1427,3.84550833,https://www.youtube.com/watch?v=icu9T9MZt9c,,1,1
401239884,2020,1,regular,2020-09-06T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,6047,3946,Sun Bowl,2638,UTEP,fbs,Conference USA,24,3,14,0,7,0.8965660018,,,2617,Stephen F. Austin,fcs,Southland,14,7,7,0,0,0.1034339982,,,6.510044664,https://www.youtube.com/watch?v=oPjntxHEzkw,,1,8
401234576,2020,1,regular,2020-09-08T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,3,0,0,3,0,0.0003421716267,1625,1438,252,BYU,fbs,FBS Independents,55,14,17,17,7,0.9996578284,1513,1700,1.722681105,https://www.youtube.com/watch?v=4SIzQoVuVI0,,1,1
