Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
401013357,2018,1,regular,2018-08-25T21:30:00.000Z,FALSE,TRUE,FALSE,FALSE,8684,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,FBS Independents,63,21,14,21,7,0.9984542422,,,2184,Duquesne,fcs,NEC,15,3,6,0,6,0.001545757784,,,0.2139101303,https://www.youtube.com/watch?v=uwMMvX-tU_U,,1,8
401014972,2018,1,regular,2018-08-25T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,20050,3895,Rice Stadium,242,Rice,fbs,Conference USA,31,13,6,0,12,0.4161119798,,,2504,Prairie View A&M,fcs,SWAC,28,0,21,7,0,0.5838880202,,,5.601277374,https://www.youtube.com/watch?v=z2VFteZqBBw,,1,8
401030241,2018,1,regular,2018-08-25T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3689,Cramton Bowl,55,Jacksonville State,fcs,OVC,17,0,3,14,0,,,,2448,North Carolina A&T,fcs,MEAC,20,7,0,13,0,,,,,,GUARDIAN CREDIT UNION FCS KICKOFF,8,8
401022510,2018,1,regular,2018-08-25T23:30:00.000Z,FALSE,TRUE,FALSE,TRUE,31007,5388,Canvas Stadium,36,Colorado State,fbs,Mountain West,34,7,0,13,14,0.3317397679,1529,1482,62,Hawai'i,fbs,Mountain West,43,10,13,14,6,0.6682602321,1217,1264,4.564936193,https://www.youtube.com/watch?v=1FEy3ogBwpM,,1,1
401013437,2018,1,regular,2018-08-26T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,20322,3601,Aggie Memorial Stadium,166,New Mexico State,fbs,FBS Independents,7,0,0,0,7,0.004272109846,1339,1304,2751,Wyoming,fbs,Mountain West,29,9,6,7,7,0.9957278902,1537,1572,2.70571184,https://www.youtube.com/watch?v=S3V1Juvj160,,1,1
401030567,2018,1,regular,2018-08-30T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3979,Wagner College Stadium,2681,Wagner,fcs,NEC,40,17,14,0,9,,,,2075,Bowie State,ii,CIAA,23,3,10,7,3,,,,,,,8,#N/A
401030248,2018,1,regular,2018-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3720,Finley Stadium,236,Chattanooga,fcs,Southern,34,6,7,21,0,,,,2635,Tennessee Tech,fcs,OVC,10,0,7,3,0,,,,,,,8,8
401030234,2018,1,regular,2018-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3908,Roy Kidd Stadium,2198,Eastern Kentucky,fcs,OVC,49,18,0,14,17,,,,2413,Morehead State,fcs,Pioneer,23,0,7,0,16,,,,,,,8,8
401030159,2018,1,regular,2018-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3909,Roy Stewart Stadium,93,Murray State,fcs,OVC,10,3,7,0,0,,,,79,Southern Illinois,fcs,MVFC,49,7,21,14,7,,,,,,,8,8
401020671,2018,1,regular,2018-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,9801,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,42,7,14,14,7,0.9999720938,,,2115,Central Connecticut,fcs,NEC,6,0,0,0,6,0.00002790620958,,,0.7601006178,,,1,8
