Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
262382107,2006,1,regular,2006-08-26T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,2107,Catawba,,,21,0,6,0,15,,,,2736,Winston-Salem,fcs,FCS Independents,7,7,0,0,0,,,,,,,#N/A,8
262432117,2006,1,regular,2006-08-31T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,25418,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,24,3,0,7,14,,1371,1380,103,Boston College,fbs,ACC,31,3,14,0,14,,1681,1672,,,,1,1
262432447,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3779,Manning Field at John L. Guidry Stadium,2447,Nicholls,fcs,Southland,35,14,7,7,7,,,,2568,Southern Arkansas,,,0,0,0,0,0,,,,,,,8,#N/A
262432325,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,,,2325,La Salle,fcs,Metro Atlantic Athletic,15,0,0,7,8,,,,2681,Wagner,fcs,NEC,38,7,17,0,14,,,,,,,8,8
262432619,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3788,Kenneth P. LaValle Stadium,2619,Stony Brook,fcs,NEC,8,0,0,0,8,,,,2275,Hofstra,fcs,Atlantic 10,17,0,0,14,3,,,,,,,8,8
262430202,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,23308,,,202,Tulsa,fbs,Conference USA,45,14,17,7,7,,,,2617,Stephen F. Austin,fcs,Southland,7,0,0,0,7,,,,,,,1,8
262432717,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3704,E. J. Whitmire Stadium,2717,Western Carolina,fcs,Southern,42,14,14,7,7,,,,2804,Chowan,,,0,0,0,0,0,,,,,,,8,#N/A
262432393,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,TRUE,20058,3725,"Johnny ""Red"" Floyd Stadium",2393,Middle Tennessee,fbs,Sun Belt,7,0,7,0,0,,1415,1412,2229,Florida International,fbs,Sun Belt,6,6,0,0,0,,1307,1310,,,,1,1
262432084,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,29795,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,9,0,0,0,3,,1170,1174,218,Temple,fbs,FBS Independents,3,0,0,0,3,,1113,1109,,,,1,1
262432335,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3992,Williams Stadium (VA),2335,Liberty,fcs,Big South,27,7,9,6,5,,,,2611,St. Paul's College,,,0,0,0,0,0,,,,,,,8,#N/A
