Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
302450154,2010,1,regular,2010-09-02T22:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,53,21,14,2,16,0.8574969411,,,2506,Presbyterian,fcs,Big South,13,0,7,6,0,0.1425030589,,,,,,1,8
302452309,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3696,Dix Stadium,2309,Kent State,fbs,Mid-American,41,17,7,10,7,,,,93,Murray State,fcs,OVC,10,7,3,0,0,,,,,,,1,8
302452710,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3746,Hanson Field,2710,Western Illinois,fcs,MVFC,45,10,7,7,21,,,,2674,Valparaiso,fcs,Pioneer,0,0,0,0,0,,,,,,,8,8
302452428,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3862,O'Kelly-Riddick Stadium,2428,North Carolina Central,fcs,MEAC,59,13,13,16,17,,,,2304,Johnson C Smith,,,0,0,0,0,0,,,,,,,8,#N/A
302452050,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3919,Scheumann Stadium,2050,Ball State,fbs,Mid-American,27,7,0,17,3,0.6241908104,,,2546,Southeast Missouri State,fcs,OVC,10,7,0,0,3,0.3758091896,,,,,,1,8
302450311,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3607,Alfond Stadium,311,Maine,fcs,CAA,0,0,0,0,0,,,,399,UAlbany,fcs,NEC,3,3,0,0,0,,,,,,,8,8
302450048,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3695,Delaware Stadium,48,Delaware,fcs,CAA,31,7,14,10,0,,,,223,West Chester,,,0,0,0,0,0,,,,,,,8,#N/A
302452084,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,31,3,21,7,0,0.9936480814,,,227,Rhode Island,fcs,CAA,0,0,0,0,0,0.006351918636,,,,,,1,8
302452117,2010,1,regular,2010-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,33,16,7,3,7,0.9982822103,,,2261,Hampton,fcs,MEAC,0,0,0,0,0,0.001717789747,,,,,,1,8
302452287,2010,1,regular,2010-09-02T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3744,Hancock Stadium,2287,Illinois State,fcs,MVFC,55,20,20,7,8,,,,2118,Central Missouri,,,54,7,17,16,14,,,,,,,8,#N/A
302452393,2010,1,regular,2010-09-02T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3725,"Johnny ""Red"" Floyd Stadium",2393,Middle Tennessee,fbs,Sun Belt,17,0,14,3,0,0.9178879028,1524,1507,135,Minnesota,fbs,Big Ten,24,7,7,0,10,0.08211209717,1476,1493,,,,1,1
302452390,2010,1,regular,2010-09-02T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3948,Hard Rock Stadium,2390,Miami,fbs,ACC,45,14,21,7,3,0.9901593068,,,50,Florida A&M,fcs,MEAC,0,0,0,0,0,0.009840693174,,,,,,1,8
302452247,2010,1,regular,2010-09-02T23:30:00.000Z,FALSE,TRUE,TRUE,FALSE,,3495,Georgia Dome,2247,Georgia State,fcs,FCS Independents,41,7,13,7,14,,,,2560,Shorter,,,7,0,0,0,7,,,,,,,8,#N/A
302452579,2010,1,regular,2010-09-02T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3994,Williams-Brice Stadium,2579,South Carolina,fbs,SEC,41,7,17,10,7,0.9278608859,1565,1634,2572,Southern Miss,fbs,Conference USA,13,3,3,0,7,0.07213911413,1533,1464,,,,1,1
