Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores,HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores,AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
63095,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2306,Kansas State,fbs,Big 12,54,,,1903,1985,2348,Louisiana Tech,fbs,FBS Independents,10,,,1550,1468,,,,1,1
63096,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,99,LSU,fbs,SEC,58,,,,,2717,Western Carolina,,,0,,,,,,,,1,#N/A
63097,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,97,Louisville,fbs,Conference USA,40,,,1541,1548,96,Kentucky,fbs,SEC,34,,,1531,1524,,,,1,1
63099,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,130,Michigan,fbs,Big Ten,42,,,1753,1807,189,Bowling Green,fbs,Mid-American,7,,,1399,1345,,,,1,1
63100,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,135,Minnesota,fbs,Big Ten,47,,,1659,1705,2433,UL Monroe,fbs,FBS Independents,10,,,1186,1140,,,,1,1
63101,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,145,Ole Miss,fbs,SEC,49,,,1643,1686,2655,Tulane,fbs,Conference USA,20,,,1355,1312,,,,1,1
63102,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,235,Memphis,fbs,Conference USA,3,,,1538,1516,344,Mississippi State,fbs,SEC,17,,,1645,1667,,,,1,1
63103,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,142,Missouri,fbs,Big 12,50,,,,,2710,Western Illinois,,,20,,,,,,,,1,#N/A
63104,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,158,Nebraska,fbs,Big 12,49,,,1953,1963,23,San José State,fbs,Western Athletic,13,,,1156,1146,,,,1,1
63105,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,153,North Carolina,fbs,ACC,30,,,1492,1519,202,Tulsa,fbs,Western Athletic,9,,,1271,1244,,,,1,1
63106,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,152,NC State,fbs,ACC,38,,,1440,1435,2032,Arkansas State,fbs,Big West,31,,,1169,1174,,,,1,1
63107,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,87,Notre Dame,fbs,FBS Independents,24,,,1609,1639,245,Texas A&M,fbs,Big 12,10,,,1629,1599,,,,1,1
63108,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,194,Ohio State,fbs,Big Ten,43,,,1615,1706,278,Fresno State,fbs,Western Athletic,10,,,1613,1522,,,,1,1
63109,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,201,Oklahoma,fbs,Big 12,55,,,1725,1790,2638,UTEP,fbs,Western Athletic,14,,,1306,1241,,,,1,1
63110,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2483,Oregon,fbs,Pac-10,36,,,1746,1769,2440,Nevada,fbs,Western Athletic,7,,,1259,1236,,,,1,1
63111,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,204,Oregon State,fbs,Pac-10,21,,,,,331,Eastern Washington,,,19,,,,,,,,1,#N/A
63112,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,221,Pittsburgh,fbs,Big East,30,,,1448,1477,2309,Kent State,fbs,Mid-American,7,,,1187,1158,,,,1,1
63113,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2509,Purdue,fbs,Big Ten,48,,,1719,1802,2117,Central Michigan,fbs,Mid-American,0,,,1273,1190,,,,1,1
63114,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,242,Rice,fbs,Western Athletic,30,,,1423,1425,248,Houston,fbs,Conference USA,27,,,1489,1487,,,,1,1
63115,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,164,Rutgers,fbs,Big East,34,,,,,222,Villanova,,,21,,,,,,,,1,#N/A
63116,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,309,Louisiana,fbs,FBS Independents,14,,,,,2534,Sam Houston,,,21,,,,,,,,1,#N/A
63117,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2579,South Carolina,fbs,SEC,31,,,1368,1451,166,New Mexico State,fbs,Big West,0,,,1363,1280,,,,1,1
63118,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,58,South Florida,fbs,FBS Independents,40,,,,,55,Jacksonville State,,,0,,,,,,,,1,#N/A
63119,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2567,SMU,fbs,Western Athletic,31,,,1398,1428,2305,Kansas,fbs,Big 12,17,,,1421,1391,,,,1,1
63120,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,265,Washington State,fbs,Pac-10,10,,,1425,1410,24,Stanford,fbs,Pac-10,24,,,1609,1624,,,,1,1
63121,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,183,Syracuse,fbs,Big East,63,,,1584,1689,2084,Buffalo,fbs,Mid-American,7,,,1101,996,,,,1,1
63122,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2426,Navy,fbs,FBS Independents,6,,,1463,1419,218,Temple,fbs,Big East,17,,,1248,1292,,,,1,1
63123,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2633,Tennessee,fbs,SEC,19,,,1834,1833,2572,Southern Miss,fbs,Conference USA,16,,,1685,1686,,,,1,1
63124,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2641,Texas Tech,fbs,Big 12,38,,,1503,1540,328,Utah State,fbs,Big West,16,,,1351,1314,,,,1,1
63125,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,213,Penn State,fbs,Big Ten,6,,,1712,1650,2649,Toledo,fbs,Mid-American,24,,,1552,1614,,,,1,1
63126,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,26,UCLA,fbs,Pac-10,35,,,1451,1494,333,Alabama,fbs,SEC,24,,,1727,1684,,,,1,1
63127,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,259,Virginia Tech,fbs,Big East,52,,,1922,1943,2006,Akron,fbs,Mid-American,23,,,1421,1400,,,,1,1
63128,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,264,Washington,fbs,Pac-10,44,,,1606,1640,70,Idaho,fbs,Big West,20,,,1364,1330,,,,1,1
63129,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,277,West Virginia,fbs,Big East,34,,,1597,1630,103,Boston College,fbs,Big East,14,,,1462,1429,,,,1,1
63098,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,238,Vanderbilt,fbs,SEC,30,,,1394,1399,193,Miami (OH),fbs,Mid-American,33,,,1557,1552,,,,1,1
63081,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2005,Air Force,fbs,Mountain West,55,,,,,1000887,Cal State Northridge,,,6,,,,,,,,1,#N/A
63082,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,254,Utah,fbs,Mountain West,3,,,1671,1627,12,Arizona,fbs,Pac-10,17,,,1554,1598,,,,1,1
63083,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,8,Arkansas,fbs,SEC,38,,,,,2623,Missouri State,,,0,,,,,,,,1,#N/A
63084,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,167,New Mexico,fbs,Mountain West,14,,,1289,1275,68,Boise State,fbs,Big West,31,,,1559,1573,,,,1,1
63085,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,258,Virginia,fbs,ACC,35,,,1497,1497,252,BYU,fbs,Mountain West,38,,,1572,1572,,,,1,1
63086,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,228,Clemson,fbs,ACC,38,,,,,2643,The Citadel,,,0,,,,,,,,1,#N/A
63087,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,36,Colorado State,fbs,Mountain West,28,,,1598,1604,38,Colorado,fbs,Big 12,24,,,1687,1681,,,,1,1
63088,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,150,Duke,fbs,ACC,0,,,1297,1221,151,East Carolina,fbs,Conference USA,38,,,1563,1639,,,,1,1
63089,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2199,Eastern Michigan,fbs,Mid-American,32,,,1303,1323,41,UConn,fbs,FBS Independents,25,,,1477,1457,,,,1,1
63090,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,57,Florida,fbs,SEC,40,,,1718,1717,2050,Ball State,fbs,Mid-American,19,,,1182,1183,,,,1,1
63091,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,61,Georgia,fbs,SEC,29,,,1613,1651,290,Georgia Southern,,,7,,,1469,1431,,,,1,#N/A
63092,2000,2,regular,2000-09-02T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,59,Georgia Tech,fbs,ACC,21,,,1669,1666,2116,UCF,fbs,FBS Independents,17,,,1461,1464,,,,1,1
63130,2000,2,regular,2000-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2132,Cincinnati,fbs,Conference USA,23,,,1448,1452,349,Army,fbs,Conference USA,17,,,1374,1370,,,,1,1
63131,2000,3,regular,2000-09-07T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,5,UAB,fbs,Conference USA,20,,,,,236,Chattanooga,,,15,,,,,,,,1,#N/A
63132,2000,3,regular,2000-09-07T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,151,East Carolina,fbs,Conference USA,28,,,1639,1628,259,Virginia Tech,fbs,Big East,45,,,1943,1954,,,,1,1
63133,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2005,Air Force,fbs,Mountain West,31,,,1595,1606,252,BYU,fbs,Mountain West,23,,,1572,1561,,,,1,1
63134,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,333,Alabama,fbs,SEC,28,,,1684,1698,238,Vanderbilt,fbs,SEC,10,,,1399,1385,,,,1,1
63135,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,145,Ole Miss,fbs,SEC,27,,,1686,1664,2,Auburn,fbs,SEC,35,,,1613,1635,,,,1,1
63136,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,68,Boise State,fbs,Big West,42,,,,,2460,Northern Iowa,,,17,,,,,,,,1,#N/A
63137,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,349,Army,fbs,Conference USA,17,,,1370,1265,103,Boston College,fbs,Big East,55,,,1429,1534,,,,1,1
63138,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,25,California,fbs,Pac-10,24,,,1479,1482,254,Utah,fbs,Mountain West,21,,,1627,1624,,,,1,1
63139,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2116,UCF,fbs,FBS Independents,19,,,,,2466,Northwestern State,,,7,,,,,,,,1,#N/A
63140,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2117,Central Michigan,fbs,Mid-American,17,,,1190,1223,2006,Akron,fbs,Mid-American,7,,,1400,1367,,,,1,1
63141,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2132,Cincinnati,fbs,Conference USA,12,,,1452,1456,183,Syracuse,fbs,Big East,10,,,1689,1685,,,,1,1
63142,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,228,Clemson,fbs,ACC,62,,,1621,1747,142,Missouri,fbs,Big 12,9,,,1361,1235,,,,1,1
63143,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,36,Colorado State,fbs,Mountain West,41,,,,,2193,East Tennessee State,,,7,,,,,,,,1,#N/A
63144,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,41,UConn,fbs,FBS Independents,37,,,,,2142,Colgate,,,7,,,,,,,,1,#N/A
63145,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,57,Florida,fbs,SEC,55,,,1717,1812,2393,Middle Tennessee,fbs,FBS Independents,0,,,1186,1091,,,,1,1
63146,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,59,Georgia Tech,fbs,ACC,21,,,1666,1677,52,Florida State,fbs,ACC,26,,,1957,1946,,,,1,1
63147,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,21,San Diego State,fbs,Mountain West,13,,,1557,1470,356,Illinois,fbs,Big Ten,49,,,1695,1782,,,,1,1
63148,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,66,Iowa State,fbs,Big 12,37,,,1472,1482,2439,UNLV,fbs,Mountain West,22,,,1229,1219,,,,1,1
63149,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,96,Kentucky,fbs,SEC,27,,,1524,1557,58,South Florida,fbs,FBS Independents,9,,,1447,1414,,,,1,1
63150,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,99,LSU,fbs,SEC,28,,,1547,1573,248,Houston,fbs,Conference USA,13,,,1487,1461,,,,1,1
63151,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,97,Louisville,fbs,Conference USA,52,,,,,2755,Grambling,,,0,,,,,,,,1,#N/A
63152,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,120,Maryland,fbs,ACC,17,,,1492,1491,218,Temple,fbs,Big East,10,,,1292,1293,,,,1,1
63153,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,235,Memphis,fbs,Conference USA,28,,,1516,1547,2433,UL Monroe,fbs,FBS Independents,0,,,1140,1109,,,,1,1
63154,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2199,Eastern Michigan,fbs,Mid-American,17,,,1323,1305,193,Miami (OH),fbs,Mid-American,34,,,1552,1570,,,,1,1
63155,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,130,Michigan,fbs,Big Ten,38,,,1807,1846,242,Rice,fbs,Western Athletic,7,,,1425,1386,,,,1,1
63156,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,127,Michigan State,fbs,Big Ten,34,,,1727,1750,276,Marshall,fbs,Mid-American,24,,,1806,1783,,,,1,1
63157,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,70,Idaho,fbs,Big West,38,,,,,149,Montana,,,45,,,,,,,,1,#N/A
63158,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,87,Notre Dame,fbs,FBS Independents,24,,,1639,1653,158,Nebraska,fbs,Big 12,27,,,1963,1949,,,,1,1
63159,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,154,Wake Forest,fbs,ACC,14,,,1551,1494,153,North Carolina,fbs,ACC,35,,,1519,1576,,,,1,1
63160,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,84,Indiana,fbs,Big Ten,38,,,1397,1395,152,NC State,fbs,ACC,41,,,1435,1437,,,,1,1
63161,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2459,Northern Illinois,fbs,Mid-American,52,,,,,2287,Illinois State,,,0,,,,,,,,1,#N/A
63162,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,77,Northwestern,fbs,Big Ten,38,,,1385,1455,150,Duke,fbs,ACC,5,,,1221,1151,,,,1,1
63163,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,135,Minnesota,fbs,Big Ten,17,,,1705,1673,195,Ohio,fbs,Mid-American,23,,,1442,1474,,,,1,1
63164,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,12,Arizona,fbs,Pac-10,17,,,1598,1586,194,Ohio State,fbs,Big Ten,27,,,1706,1718,,,,1,1
63165,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,201,Oklahoma,fbs,Big 12,45,,,1790,1823,2032,Arkansas State,fbs,Big West,7,,,1174,1141,,,,1,1
63166,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,202,Tulsa,fbs,Western Athletic,26,,,1244,1246,197,Oklahoma State,fbs,Big 12,36,,,1525,1523,,,,1,1
63167,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,167,New Mexico,fbs,Mountain West,20,,,1275,1284,204,Oregon State,fbs,Pac-10,28,,,1606,1597,,,,1,1
63168,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,213,Penn State,fbs,Big Ten,67,,,1650,1814,2348,Louisiana Tech,fbs,FBS Independents,7,,,1468,1304,,,,1,1
63169,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,189,Bowling Green,fbs,Mid-American,16,,,1345,1315,221,Pittsburgh,fbs,Big East,34,,,1477,1507,,,,1,1
63170,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,62,Hawai'i,fbs,Western Athletic,20,,,,,2502,Portland State,,,45,,,,,,,,1,#N/A
63171,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2509,Purdue,fbs,Big Ten,45,,,1802,1824,2309,Kent State,fbs,Mid-American,10,,,1158,1136,,,,1,1
63172,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,164,Rutgers,fbs,Big East,59,,,1118,1288,2084,Buffalo,fbs,Mid-American,0,,,996,826,,,,1,1
63173,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,24,Stanford,fbs,Pac-10,27,,,1624,1542,23,San José State,fbs,Western Athletic,40,,,1146,1228,,,,1,1
63174,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2579,South Carolina,fbs,SEC,21,,,1451,1487,61,Georgia,fbs,SEC,10,,,1651,1615,,,,1,1
63175,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,30,USC,fbs,Pac-10,17,,,1718,1718,38,Colorado,fbs,Big 12,14,,,1681,1681,,,,1,1
63176,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,251,Texas,fbs,Big 12,52,,,1729,1771,309,Louisiana,fbs,FBS Independents,10,,,1091,1049,,,,1,1
63177,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,245,Texas A&M,fbs,Big 12,51,,,1599,1725,2751,Wyoming,fbs,Mountain West,3,,,1460,1334,,,,1,1
63178,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2440,Nevada,fbs,Western Athletic,10,,,1236,1195,2628,TCU,fbs,Western Athletic,41,,,1611,1652,,,,1,1
63179,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2641,Texas Tech,fbs,Big 12,13,,,1540,1530,249,North Texas,fbs,Big West,7,,,1154,1164,,,,1,1
63180,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2638,UTEP,fbs,Western Athletic,37,,,1241,1297,2567,SMU,fbs,Western Athletic,20,,,1428,1372,,,,1,1
63181,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2649,Toledo,fbs,Mid-American,51,,,,,2692,Weber State,,,0,,,,,,,,1,#N/A
63182,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,26,UCLA,fbs,Pac-10,24,,,1494,1495,278,Fresno State,fbs,Western Athletic,21,,,1522,1521,,,,1,1
63183,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,328,Utah State,fbs,Big West,30,,,,,253,Southern Utah,,,14,,,,,,,,1,#N/A
63184,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,258,Virginia,fbs,ACC,34,,,,,257,Richmond,,,6,,,,,,,,1,#N/A
63185,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,264,Washington,fbs,Pac-10,34,,,1640,1652,2390,Miami,fbs,Big East,29,,,1801,1789,,,,1,1
63186,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2050,Ball State,fbs,Mid-American,14,,,,,2710,Western Illinois,,,24,,,,,,,,1,#N/A
63187,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2294,Iowa,fbs,Big Ten,21,,,1349,1349,2711,Western Michigan,fbs,Mid-American,27,,,1492,1492,,,,1,1
63188,2000,3,regular,2000-09-09T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,275,Wisconsin,fbs,Big Ten,27,,,1849,1850,2483,Oregon,fbs,Pac-10,23,,,1769,1768,,,,1,1
63189,2000,4,regular,2000-09-14T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,252,BYU,fbs,Mountain West,28,,,1561,1534,344,Mississippi State,fbs,SEC,44,,,1667,1694,,,,1,1
