Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores,HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores,AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
63195,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,228,Clemson,fbs,ACC,55,,,1747,1856,154,Wake Forest,fbs,ACC,7,,,1494,1385,,,,1,1
63190,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2006,Akron,fbs,Mid-American,35,,,1367,1394,2116,UCF,fbs,FBS Independents,24,,,1464,1437,,,,1,1
63191,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,12,Arizona,fbs,Pac-10,17,,,1586,1604,21,San Diego State,fbs,Mountain West,3,,,1470,1452,,,,1,1
63192,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,9,Arizona State,fbs,Pac-10,13,,,1520,1522,36,Colorado State,fbs,Mountain West,10,,,1604,1602,,,,1,1
63193,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,8,Arkansas,fbs,SEC,38,,,1689,1692,68,Boise State,fbs,Big West,31,,,1573,1570,,,,1,1
63194,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2,Auburn,fbs,SEC,34,,,1635,1666,99,LSU,fbs,SEC,17,,,1573,1542,,,,1,1
63196,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2084,Buffalo,fbs,Mid-American,21,,,826,855,41,UConn,fbs,FBS Independents,24,,,1457,1428,,,,1,1
63197,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,151,East Carolina,fbs,Conference USA,37,,,1628,1644,2655,Tulane,fbs,Conference USA,17,,,1312,1296,,,,1,1
63198,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2633,Tennessee,fbs,SEC,23,,,1833,1825,57,Florida,fbs,SEC,27,,,1812,1820,,,,1,1
63199,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,52,Florida State,fbs,ACC,63,,,1946,2043,153,North Carolina,fbs,ACC,14,,,1576,1479,,,,1,1
63200,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,59,Georgia Tech,fbs,ACC,40,,,1677,1718,2426,Navy,fbs,FBS Independents,13,,,1419,1378,,,,1,1
63201,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,248,Houston,fbs,Conference USA,31,,,1461,1456,349,Army,fbs,Conference USA,30,,,1265,1270,,,,1,1
63202,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,356,Illinois,fbs,Big Ten,17,,,1782,1778,25,California,fbs,Pac-10,15,,,1482,1486,,,,1,1
63203,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2294,Iowa,fbs,Big Ten,14,,,1349,1340,66,Iowa State,fbs,Big 12,24,,,1482,1491,,,,1,1
63204,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2305,Kansas,fbs,Big 12,23,,,1391,1392,5,UAB,fbs,Conference USA,20,,,1399,1398,,,,1,1
63205,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2306,Kansas State,fbs,Big 12,76,,,1985,2111,2050,Ball State,fbs,Mid-American,0,,,1183,1057,,,,1,1
63206,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,96,Kentucky,fbs,SEC,41,,,1557,1558,84,Indiana,fbs,Big Ten,34,,,1395,1394,,,,1,1
63207,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2433,UL Monroe,fbs,FBS Independents,27,,,,,2447,Nicholls,,,21,,,,,,,,1,#N/A
63208,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2032,Arkansas State,fbs,Big West,17,,,1141,1159,235,Memphis,fbs,Conference USA,19,,,1547,1529,,,,1,1
63209,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,142,Missouri,fbs,Big 12,10,,,1235,1258,127,Michigan State,fbs,Big Ten,13,,,1750,1727,,,,1,1
63210,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2393,Middle Tennessee,fbs,FBS Independents,44,,,,,93,Murray State,,,28,,,,,,,,1,#N/A
63211,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,239,Baylor,fbs,Big 12,9,,,1219,1203,135,Minnesota,fbs,Big Ten,34,,,1673,1689,,,,1,1
63212,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,238,Vanderbilt,fbs,SEC,7,,,1385,1395,145,Ole Miss,fbs,SEC,12,,,1664,1654,,,,1,1
63213,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2439,UNLV,fbs,Mountain West,38,,,1219,1321,249,North Texas,fbs,Big West,0,,,1164,1062,,,,1,1
63214,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,166,New Mexico State,fbs,Big West,13,,,1280,1276,167,New Mexico,fbs,Mountain West,16,,,1284,1288,,,,1,1
63215,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,152,NC State,fbs,ACC,41,,,1437,1548,2567,SMU,fbs,Western Athletic,0,,,1372,1261,,,,1,1
63216,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,87,Notre Dame,fbs,FBS Independents,23,,,1653,1656,2509,Purdue,fbs,Big Ten,21,,,1824,1821,,,,1,1
63217,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,195,Ohio,fbs,Mid-American,52,,,,,2635,Tennessee Tech,,,14,,,,,,,,1,#N/A
63218,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,194,Ohio State,fbs,Big Ten,27,,,1718,1727,193,Miami (OH),fbs,Mid-American,16,,,1570,1561,,,,1,1
63219,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,197,Oklahoma State,fbs,Big 12,23,,,1523,1576,326,Texas State,,,0,,,1494,1441,,,,1,#N/A
63220,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2483,Oregon,fbs,Pac-10,42,,,1768,1795,70,Idaho,fbs,Big West,13,,,1330,1303,,,,1,1
63221,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,221,Pittsburgh,fbs,Big East,12,,,1507,1556,213,Penn State,fbs,Big Ten,0,,,1814,1765,,,,1,1
63222,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,23,San José State,fbs,Western Athletic,47,,,,,253,Southern Utah,,,7,,,,,,,,1,#N/A
63223,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2579,South Carolina,fbs,SEC,41,,,1487,1561,2199,Eastern Michigan,fbs,Mid-American,6,,,1305,1231,,,,1,1
63224,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,58,South Florida,fbs,FBS Independents,26,,,1414,1457,256,James Madison,,,7,,,1409,1366,,,,1,#N/A
63225,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,333,Alabama,fbs,SEC,0,,,1698,1643,2572,Southern Miss,fbs,Conference USA,21,,,1686,1741,,,,1,1
63226,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,24,Stanford,fbs,Pac-10,27,,,1542,1546,251,Texas,fbs,Big 12,24,,,1771,1767,,,,1,1
63227,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2348,Louisiana Tech,fbs,FBS Independents,31,,,,,2617,Stephen F. Austin,,,34,,,,,,,,1,#N/A
63228,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,218,Temple,fbs,Big East,31,,,1293,1332,189,Bowling Green,fbs,Mid-American,14,,,1315,1276,,,,1,1
63229,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,245,Texas A&M,fbs,Big 12,45,,,1725,1751,2638,UTEP,fbs,Western Athletic,17,,,1297,1271,,,,1,1
63230,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2628,TCU,fbs,Western Athletic,41,,,1652,1699,77,Northwestern,fbs,Big Ten,14,,,1455,1408,,,,1,1
63231,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2641,Texas Tech,fbs,Big 12,26,,,1530,1545,309,Louisiana,fbs,FBS Independents,0,,,1049,1034,,,,1,1
63232,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2649,Toledo,fbs,Mid-American,31,,,,,2197,Eastern Illinois,,,26,,,,,,,,1,#N/A
63233,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,242,Rice,fbs,Western Athletic,16,,,1386,1361,202,Tulsa,fbs,Western Athletic,23,,,1246,1271,,,,1,1
63234,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,26,UCLA,fbs,Pac-10,23,,,1495,1501,130,Michigan,fbs,Big Ten,20,,,1846,1840,,,,1,1
63235,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,150,Duke,fbs,ACC,10,,,1151,1146,258,Virginia,fbs,ACC,26,,,1497,1502,,,,1,1
63236,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,259,Virginia Tech,fbs,Big East,49,,,1954,2013,164,Rutgers,fbs,Big East,0,,,1288,1229,,,,1,1
63237,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,38,Colorado,fbs,Big 12,14,,,1681,1675,264,Washington,fbs,Pac-10,17,,,1652,1658,,,,1,1
63238,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,254,Utah,fbs,Mountain West,21,,,1624,1559,265,Washington State,fbs,Pac-10,38,,,1410,1475,,,,1,1
63239,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,277,West Virginia,fbs,Big East,30,,,1630,1644,120,Maryland,fbs,ACC,17,,,1491,1477,,,,1,1
63240,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2711,Western Michigan,fbs,Mid-American,56,,,,,282,Indiana State,,,0,,,,,,,,1,#N/A
63241,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,275,Wisconsin,fbs,Big Ten,28,,,1850,1846,2132,Cincinnati,fbs,Conference USA,25,,,1456,1460,,,,1,1
63242,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2751,Wyoming,fbs,Mountain West,31,,,1334,1372,2117,Central Michigan,fbs,Mid-American,10,,,1223,1185,,,,1,1
63243,2000,4,regular,2000-09-16T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2309,Kent State,fbs,Mid-American,20,,,,,2754,Youngstown State,,,26,,,,,,,,1,#N/A
63244,2000,5,regular,2000-09-21T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,152,NC State,fbs,ACC,30,,,1548,1568,59,Georgia Tech,fbs,ACC,23,,,1718,1698,,,,1,1
63245,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,254,Utah,fbs,Mountain West,14,,,1559,1545,2005,Air Force,fbs,Mountain West,23,,,1606,1620,,,,1,1
63246,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,195,Ohio,fbs,Mid-American,20,,,1474,1465,2006,Akron,fbs,Mid-American,23,,,1394,1403,,,,1,1
63247,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,99,LSU,fbs,SEC,10,,,1542,1528,5,UAB,fbs,Conference USA,13,,,1398,1412,,,,1,1
63248,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,9,Arizona State,fbs,Pac-10,44,,,1522,1559,328,Utah State,fbs,Big West,20,,,1314,1277,,,,1,1
63249,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,8,Arkansas,fbs,SEC,28,,,1692,1699,333,Alabama,fbs,SEC,21,,,1643,1636,,,,1,1
63250,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2,Auburn,fbs,SEC,31,,,1666,1672,2459,Northern Illinois,fbs,Mid-American,14,,,1321,1315,,,,1,1
63251,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,239,Baylor,fbs,Big 12,28,,,1203,1259,58,South Florida,fbs,FBS Independents,13,,,1457,1401,,,,1,1
63252,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2117,Central Michigan,fbs,Mid-American,10,,,1185,1127,68,Boise State,fbs,Big West,47,,,1570,1628,,,,1,1
63253,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,103,Boston College,fbs,Big East,48,,,1534,1632,2426,Navy,fbs,FBS Independents,7,,,1378,1280,,,,1,1
63254,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,252,BYU,fbs,Mountain West,10,,,1534,1532,2439,UNLV,fbs,Mountain West,7,,,1321,1323,,,,1,1
63255,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2084,Buffalo,fbs,Mid-American,20,,,855,862,189,Bowling Green,fbs,Mid-American,17,,,1276,1269,,,,1,1
63256,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2116,UCF,fbs,FBS Independents,52,,,,,2729,William & Mary,,,7,,,,,,,,1,#N/A
63257,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,258,Virginia,fbs,ACC,10,,,1502,1486,228,Clemson,fbs,ACC,31,,,1856,1872,,,,1,1
63258,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,151,East Carolina,fbs,Conference USA,34,,,1644,1685,183,Syracuse,fbs,Big East,17,,,1685,1644,,,,1,1
63259,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,57,Florida,fbs,SEC,59,,,1820,1863,96,Kentucky,fbs,SEC,31,,,1558,1515,,,,1,1
63260,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,52,Florida State,fbs,ACC,31,,,2043,2070,97,Louisville,fbs,Conference USA,0,,,1548,1521,,,,1,1
63261,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,278,Fresno State,fbs,Western Athletic,17,,,1521,1546,25,California,fbs,Pac-10,3,,,1486,1461,,,,1,1
63262,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,61,Georgia,fbs,SEC,37,,,1615,1677,166,New Mexico State,fbs,Big West,0,,,1276,1214,,,,1,1
63263,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,265,Washington State,fbs,Pac-10,34,,,1475,1457,70,Idaho,fbs,Big West,38,,,1303,1321,,,,1,1
63264,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,84,Indiana,fbs,Big Ten,42,,,1394,1505,2132,Cincinnati,fbs,Conference USA,6,,,1460,1349,,,,1,1
63265,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2305,Kansas,fbs,Big 12,42,,,,,79,Southern Illinois,,,0,,,,,,,,1,#N/A
63266,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2306,Kansas State,fbs,Big 12,55,,,2111,2118,249,North Texas,fbs,Big West,10,,,1062,1055,,,,1,1
63267,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,120,Maryland,fbs,ACC,45,,,1477,1482,2393,Middle Tennessee,fbs,FBS Independents,27,,,1091,1086,,,,1,1
63268,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,349,Army,fbs,Conference USA,16,,,1270,1271,235,Memphis,fbs,Conference USA,26,,,1529,1528,,,,1,1
63269,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,277,West Virginia,fbs,Big East,10,,,1644,1555,2390,Miami,fbs,Big East,47,,,1789,1878,,,,1,1
63270,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,193,Miami (OH),fbs,Mid-American,45,,,1561,1595,2309,Kent State,fbs,Mid-American,14,,,1136,1102,,,,1,1
63271,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,356,Illinois,fbs,Big Ten,31,,,1778,1776,130,Michigan,fbs,Big Ten,35,,,1840,1842,,,,1,1
63272,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,127,Michigan State,fbs,Big Ten,27,,,1727,1731,87,Notre Dame,fbs,FBS Independents,21,,,1656,1652,,,,1,1
63273,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,158,Nebraska,fbs,Big 12,42,,,1949,1960,2294,Iowa,fbs,Big Ten,13,,,1340,1329,,,,1,1
63274,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2751,Wyoming,fbs,Mountain West,28,,,1372,1344,2440,Nevada,fbs,Western Athletic,35,,,1195,1223,,,,1,1
63275,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,167,New Mexico,fbs,Mountain West,35,,,,,2464,Northern Arizona,,,28,,,,,,,,1,#N/A
63276,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,153,North Carolina,fbs,ACC,20,,,1479,1498,276,Marshall,fbs,Mid-American,15,,,1783,1764,,,,1,1
63277,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,41,UConn,fbs,FBS Independents,27,,,,,111,Northeastern,,,35,,,,,,,,1,#N/A
63278,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,275,Wisconsin,fbs,Big Ten,44,,,1846,1811,77,Northwestern,fbs,Big Ten,47,,,1408,1443,,,,1,1
63279,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,309,Louisiana,fbs,FBS Independents,21,,,,,2466,Northwestern State,,,23,,,,,,,,1,#N/A
63280,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,194,Ohio State,fbs,Big Ten,45,,,1727,1846,213,Penn State,fbs,Big Ten,6,,,1765,1646,,,,1,1
63281,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,201,Oklahoma,fbs,Big 12,42,,,1823,1845,242,Rice,fbs,Western Athletic,14,,,1361,1339,,,,1,1
63282,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2483,Oregon,fbs,Pac-10,29,,,1795,1810,26,UCLA,fbs,Pac-10,10,,,1501,1486,,,,1,1
63283,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,204,Oregon State,fbs,Pac-10,35,,,1597,1666,21,San Diego State,fbs,Mountain West,3,,,1452,1383,,,,1,1
63284,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,221,Pittsburgh,fbs,Big East,29,,,1556,1554,164,Rutgers,fbs,Big East,17,,,1229,1231,,,,1,1
63285,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2509,Purdue,fbs,Big Ten,38,,,1821,1838,135,Minnesota,fbs,Big Ten,24,,,1689,1672,,,,1,1
63286,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2579,South Carolina,fbs,SEC,23,,,1561,1568,344,Mississippi State,fbs,SEC,19,,,1694,1687,,,,1,1
63287,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,30,USC,fbs,Pac-10,34,,,1718,1703,23,San José State,fbs,Western Athletic,24,,,1228,1243,,,,1,1
63288,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,197,Oklahoma State,fbs,Big 12,6,,,1576,1538,2572,Southern Miss,fbs,Conference USA,28,,,1741,1779,,,,1,1
63289,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,218,Temple,fbs,Big East,49,,,1332,1340,2199,Eastern Michigan,fbs,Mid-American,40,,,1231,1223,,,,1,1
63290,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2633,Tennessee,fbs,SEC,70,,,1825,1934,2433,UL Monroe,fbs,FBS Independents,3,,,1109,1000,,,,1,1
63291,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,251,Texas,fbs,Big 12,48,,,1767,1868,248,Houston,fbs,Conference USA,0,,,1456,1355,,,,1,1
63292,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2628,TCU,fbs,Western Athletic,52,,,1699,1774,2032,Arkansas State,fbs,Big West,3,,,1159,1084,,,,1,1
63293,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2638,UTEP,fbs,Western Athletic,39,,,1271,1376,62,Hawai'i,fbs,Western Athletic,7,,,1403,1298,,,,1,1
63294,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2567,SMU,fbs,Western Athletic,17,,,1261,1238,2655,Tulane,fbs,Conference USA,29,,,1296,1319,,,,1,1
63295,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,202,Tulsa,fbs,Western Athletic,22,,,1271,1296,2348,Louisiana Tech,fbs,FBS Independents,10,,,1304,1279,,,,1,1
63296,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,238,Vanderbilt,fbs,SEC,26,,,1395,1414,150,Duke,fbs,ACC,7,,,1146,1127,,,,1,1
63297,2000,5,regular,2000-09-23T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2711,Western Michigan,fbs,Mid-American,21,,,1492,1509,2649,Toledo,fbs,Mid-American,14,,,1614,1597,,,,1,1
63298,2000,6,regular,2000-09-28T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,120,Maryland,fbs,ACC,7,,,1482,1402,52,Florida State,fbs,ACC,59,,,2070,2150,,,,1,1
63299,2000,6,regular,2000-09-28T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,218,Temple,fbs,Big East,24,,,1340,1346,277,West Virginia,fbs,Big East,29,,,1555,1549,,,,1,1
63300,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2006,Akron,fbs,Mid-American,37,,,1403,1460,193,Miami (OH),fbs,Mid-American,20,,,1595,1538,,,,1,1
63301,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,333,Alabama,fbs,SEC,27,,,1636,1648,2579,South Carolina,fbs,SEC,17,,,1568,1556,,,,1,1
63302,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,5,UAB,fbs,Conference USA,47,,,1412,1494,309,Louisiana,fbs,FBS Independents,2,,,1034,952,,,,1,1
63303,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,24,Stanford,fbs,Pac-10,3,,,1546,1489,12,Arizona,fbs,Pac-10,27,,,1604,1661,,,,1,1
63304,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2,Auburn,fbs,SEC,33,,,1672,1731,238,Vanderbilt,fbs,SEC,0,,,1414,1355,,,,1,1
63305,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,2309,Kent State,fbs,Mid-American,11,,,1102,1101,189,Bowling Green,fbs,Mid-American,18,,,1269,1270,,,,1,1
63306,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2199,Eastern Michigan,fbs,Mid-American,10,,,1223,1193,2116,UCF,fbs,FBS Independents,31,,,1437,1467,,,,1,1
63307,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,150,Duke,fbs,ACC,22,,,1127,1127,228,Clemson,fbs,ACC,52,,,1872,1872,,,,1,1
63308,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,2440,Nevada,fbs,Western Athletic,14,,,1223,1182,36,Colorado State,fbs,Mountain West,45,,,1602,1643,,,,1,1
63309,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,8,Arkansas,fbs,SEC,7,,,1699,1608,61,Georgia,fbs,SEC,38,,,1677,1768,,,,1,1
63310,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,,,153,North Carolina,fbs,ACC,28,,,1498,1485,59,Georgia Tech,fbs,ACC,42,,,1698,1711,,,,1,1
63311,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,248,Houston,fbs,Conference USA,17,,,1355,1354,2567,SMU,fbs,Western Athletic,15,,,1238,1239,,,,1,1
63312,2000,6,regular,2000-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,,,70,Idaho,fbs,Big West,56,,,,,147,Montana State,,,7,,,,,,,,1,#N/A
