Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
232350023,2003,1,regular,2003-08-23T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,31681,3935,CEFCU Stadium,23,San José State,fbs,Western Athletic,29,7,3,3,16,,,,2755,Grambling,fcs,SWAC,0,0,0,0,0,,,,,,,1,8
232352306,2003,1,regular,2003-08-23T23:45:00.000Z,FALSE,TRUE,FALSE,FALSE,50823,,,2306,Kansas State,fbs,Big 12,10,10,17,8,7,,1977,1973,25,California,fbs,Pac-10,7,7,7,0,14,,1569,1573,,,BCA CLASSIC AT KANSAS CITY MO,1,1
232400189,2003,2,regular,2003-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,15669,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,63,14,21,7,21,,,,2198,Eastern Kentucky,fcs,OVC,13,7,0,0,6,,,,,,,1,8
232400195,2003,2,regular,2003-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,10173,3876,Peden Stadium,195,Ohio,fbs,Mid-American,17,7,10,0,0,,,,2546,Southeast Missouri State,fcs,OVC,3,0,3,0,0,,,,,,,1,8
232402199,2003,2,regular,2003-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,11725,3912,Rynearson Stadium,2199,Eastern Michigan,fbs,Mid-American,28,7,7,7,7,,,,2193,East Tennessee State,fcs,Southern,21,0,14,7,0,,,,,,,1,8
232402447,2003,2,regular,2003-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3779,Manning Field at John L. Guidry Stadium,2447,Nicholls,fcs,Southland,70,21,21,7,21,,,,2064,Bethel University Tennessee,,,0,0,0,0,0,,,,,,,8,#N/A
232400222,2003,2,regular,2003-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,717,Villanova Stadium,222,Villanova,fcs,Atlantic 10,41,28,6,7,0,,,,2261,Hampton,fcs,MEAC,6,0,0,6,0,,,,,,,8,8
232402710,2003,2,regular,2003-08-28T23:05:00.000Z,FALSE,TRUE,FALSE,FALSE,,3746,Hanson Field,2710,Western Illinois,fcs,MVFC,35,7,21,7,0,,,,2844,Wayne State (NE),,,3,0,3,0,0,,,,,,,8,#N/A
232402006,2003,2,regular,2003-08-28T23:30:00.000Z,FALSE,TRUE,FALSE,TRUE,26814,,,2006,Akron,fbs,Mid-American,38,14,10,0,14,,1419,1394,2309,Kent State,fbs,Mid-American,41,17,7,0,17,,1115,1140,,,,1,1
232402754,2003,2,regular,2003-08-28T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,844,Stambaugh Stadium,2754,Youngstown State,fcs,MVFC,35,7,21,0,7,,,,2205,Edinboro University,,,11,0,11,0,0,,,,,,,8,#N/A
