Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores[0],HomeLineScores[1],HomeLineScores[2],HomeLineScores[3],HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,awayLeagueId,homeLeagueId
400953933,2017,1,regular,2017-08-26T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3650,Bragg Memorial Stadium,50,Florida A&M,fcs,MEAC,29,7,13,9,0,,,,2640,Texas Southern,fcs,SWAC,7,0,0,0,7,,,,,,,8,8
400935282,2017,1,regular,2017-08-26T18:30:00.000Z,FALSE,TRUE,FALSE,FALSE,37583,5388,Canvas Stadium,36,Colorado State,fbs,Mountain West,58,7,17,10,24,0.9989407494,1546,1613,204,Oregon State,fbs,Pac-12,27,10,10,0,7,0.00105925063,1413,1346,4.952911558,https://www.youtube.com/watch?v=vg6e0rzyt70,,1,1
400945031,2017,1,regular,2017-08-26T19:00:00.000Z,FALSE,TRUE,FALSE,FALSE,55427,3801,LaVell Edwards Stadium,252,BYU,fbs,FBS Independents,20,7,7,0,6,0.9973026084,,,2502,Portland State,fcs,Big Sky,6,0,6,0,0,0.00269739156,,,4.761282563,https://www.youtube.com/watch?v=c4rxyepD29A,,1,8
400938887,2017,1,regular,2017-08-26T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,12145,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,FBS Independents,35,7,7,14,7,0.3218803115,1230,1228,62,Hawai'i,fbs,Mountain West,38,7,7,7,17,0.6781196885,1274,1276,8.242704928,,,1,1
400951507,2017,1,regular,2017-08-26T22:30:00.000Z,FALSE,TRUE,TRUE,FALSE,,3689,Cramton Bowl,55,Jacksonville State,fcs,OVC,27,10,0,10,7,,,,236,Chattanooga,fcs,Southern,13,3,3,0,7,,,,,,,8,8
400950566,2017,1,regular,2017-08-26T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,1027,Alex G. Spanos Stadium,13,Cal Poly,fcs,Big Sky,14,0,0,0,14,,,,2142,Colgate,fcs,Patriot,20,10,7,3,0,,,,,,,8,8
400941786,2017,1,regular,2017-08-26T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,13377,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,22,16,0,0,6,0.03579578164,1267,1254,58,South Florida,fbs,American Athletic,42,0,28,7,7,0.9642042184,1627,1640,4.777247423,https://www.youtube.com/watch?v=yL4retuR0Is,,1,1
400935257,2017,1,regular,2017-08-27T02:00:00.000Z,FALSE,TRUE,TRUE,FALSE,33101,5363,Allianz Stadium,242,Rice,fbs,Conference USA,7,0,0,0,7,0.003555064039,1239,1136,24,Stanford,fbs,Pac-12,62,21,17,14,10,0.996444936,1667,1770,0.0896818592,https://www.youtube.com/watch?v=CgQJYA0c17w,,1,1
400938591,2017,1,regular,2017-08-31T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,38063,3652,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,61,14,26,14,7,0.9999931035,1446,1552,2229,Florida International,fbs,Conference USA,17,7,3,7,0,0.000006896542625,1272,1166,1.141825293,https://www.youtube.com/watch?v=GL4Cwzeb9vk,,1,1
400952295,2017,1,regular,2017-08-31T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3774,Jayne Stadium,2413,Morehead State,fcs,Pioneer,56,7,28,14,7,,,,3077,Kentucky Christian,,,14,0,7,7,0,,,,,,,8,#N/A
