Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,HomeLineScores,HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores,AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex
401756846,2025,1,regular,2025-08-23T16:00:00.000Z,FALSE,TRUE,TRUE,TRUE,,3504,Aviva Stadium,2306,Kansas State,fbs,Big 12,21,"0,7,0,14",0.2015444189,1669,1666,66,Iowa State,fbs,Big 12,24,"7,0,7,10",0.7984555811,1616,1619,6.029094161
401760371,2025,1,regular,2025-08-23T20:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,6501,Allegiant Stadium,2439,UNLV,fbs,Mountain West,38,"0,14,10,14",0.9787868857,,,304,Idaho State,fcs,Big Sky,31,"10,7,7,7",0.02121311426,,,9.59856171
401756847,2025,1,regular,2025-08-23T22:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3833,Memorial Stadium,2305,Kansas,fbs,Big 12,31,"14,10,7,0",1,1583,1632,278,Fresno State,fbs,Mountain West,7,"7,0,0,0",0,1490,1441,3.783040848
401757218,2025,1,regular,2025-08-23T23:00:00.000Z,FALSE,TRUE,FALSE,TRUE,,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,41,"7,13,14,7",0.8728970289,1409,1450,2534,Sam Houston,fbs,Conference USA,24,"3,7,14,0",0.1271029711,1452,1411,6.041463685
401754516,2025,1,regular,2025-08-23T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,7220,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,23,"7,7,3,6",0.4101631939,1257,1258,24,Stanford,fbs,ACC,20,"10,3,0,7",0.5898368061,1283,1282,7.307567862
401762522,2025,1,regular,2025-08-28T21:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3886,Raymond James Stadium,58,South Florida,fbs,American Athletic,34,"0,10,14,10",0.9718407989,1456,1554,68,Boise State,fbs,Mountain West,7,"7,0,0,0",0.02815920115,1676,1578,5.137221554
401762790,2025,1,regular,2025-08-28T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,26,"7,10,6,3",1,1461,1461,322,Lafayette,fcs,Patriot,7,"0,0,7,0",0,,,2.717791925
401752794,2025,1,regular,2025-08-28T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,6577,SHI Stadium,164,Rutgers,fbs,Big Ten,34,"7,24,0,3",0.9000661373,1522,1524,195,Ohio,fbs,Mid-American,31,"7,10,14,0",0.09993386269,1621,1619,6.943864856
401757219,2025,1,regular,2025-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3695,Delaware Stadium,48,Delaware,fbs,Conference USA,35,"0,14,7,14",0.9485715032,1500,1500,2169,Delaware State,fcs,MEAC,17,"0,3,7,7",0.05142849684,,,4.477316433
401754373,2025,1,regular,2025-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,24,"3,14,7,0",0.748005569,1501,1507,151,East Carolina,fbs,American Athletic,17,"0,7,0,10",0.251994431,1435,1429,4.650976947
401761588,2025,1,regular,2025-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,29,"7,3,7,12",0.9948040247,1281,1281,2598,St. Francis (PA),fcs,NEC,0,"0,0,0,0",0.005195975304,,,3.542032415
401762789,2025,1,regular,2025-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3768,InfoCision Stadium,2006,Akron,fbs,Mid-American,0,"0,0,0,0",0.1025650874,1245,1235,2751,Wyoming,fbs,Mountain West,10,"0,3,0,7",0.8974349126,1367,1377,4.853832639
401756848,2025,1,regular,2025-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3652,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,17,"0,0,3,14",0.9146236181,1538,1554,55,Jacksonville State,fbs,Conference USA,10,"0,0,3,7",0.08537638187,1650,1634,7.405744591
401756876,2025,1,regular,2025-08-28T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3646,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,27,"14,3,3,7",0.8100014329,1334,1334,2630,UT Martin,fcs,Big South-OVC,7,"7,0,0,0",0.1899985671,,,3.472374103
401752674,2025,1,regular,2025-08-28T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3838,Memorial Stadium,142,Missouri,fbs,SEC,61,"9,17,14,21",0.9923890829,1640,1640,2110,Central Arkansas,fcs,UAC,6,"0,0,0,6",0.007610917091,,,3.261947692
401754517,2025,1,regular,2025-08-28T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3982,Wallace Wade Stadium,150,Duke,fbs,ACC,45,"3,7,14,21",0.9597823024,1526,1526,2210,Elon,fcs,CAA,17,"0,10,0,7",0.04021769762,,,5.767314867
401756852,2025,1,regular,2025-08-29T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,4728,TDECU Stadium,248,Houston,fbs,Big 12,27,"7,10,7,3",1,1375,1375,2617,Stephen F. Austin,fcs,Southland,0,"0,0,0,0",0,,,3.354495054
401752793,2025,1,regular,2025-08-29T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,23,"0,10,3,10",0.9927180409,1616,1625,2084,Buffalo,fbs,Mid-American,10,"0,3,7,0",0.007281959057,1416,1407,4.443218764
401762430,2025,1,regular,2025-08-29T00:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,7221,Protective Stadium,5,UAB,fbs,American Athletic,52,"10,7,21,14",0.6227180958,1319,1319,2011,Alabama State,fcs,SWAC,42,"7,14,7,14",0.3772819042,,,7.242758388
401752796,2025,1,regular,2025-08-29T01:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3622,GEHA Field at Arrowhead Stadium,2132,Cincinnati,fbs,Big 12,17,"3,0,7,7",0.6352569461,1475,1477,158,Nebraska,fbs,Big Ten,20,"0,13,0,7",0.3647430539,1524,1522,6.207148038
401762791,2025,1,regular,2025-08-29T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,17,"3,0,7,7",1,1536,1573,193,Miami (OH),fbs,Mid-American,0,"0,0,0,0",0,1528,1491,3.940067709
401760357,2025,1,regular,2025-08-29T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,7311,Snapdragon Stadium,21,San Diego State,fbs,Mountain West,42,"14,6,8,14",0.9745745063,1318,1318,2619,Stony Brook,fcs,CAA,0,"0,0,0,0",0.02542549372,,,3.150955629
401762432,2025,1,regular,2025-08-29T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3841,Michie Stadium,349,Army,fbs,American Athletic,27,"7,10,7,0,3",0.6962294579,1607,1607,2627,Tarleton State,fcs,UAC,30,"3,7,7,7,6",0.3037705421,,,6.912741328
401752802,2025,1,regular,2025-08-29T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,23,"7,14,2,0",1,1368,1403,2711,Western Michigan,fbs,Mid-American,6,"0,0,0,6",0,1345,1310,3.766135497
401761589,2025,1,regular,2025-08-29T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,3628,Bank of America Stadium,2429,Charlotte,fbs,American Athletic,11,"3,0,0,8",0.04269522056,1254,1221,2026,App State,fbs,Sun Belt,34,"0,17,10,7",0.9573047794,1428,1461,3.667230048
401754374,2025,1,regular,2025-08-29T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,10,"7,0,3,0",0.7367027402,1397,1394,338,Kennesaw State,fbs,Conference USA,9,"6,0,3,0",0.2632972598,1266,1269,6.221305572
401766898,2025,1,regular,2025-08-29T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,2031,Pitbull Stadium,2229,Florida International,fbs,Conference USA,42,"7,21,7,7",0.952778697,1372,1372,2065,Bethune-Cookman,fcs,SWAC,9,"3,3,0,3",0.04722130299,,,3.55165039
401752795,2025,1,regular,2025-08-29T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,52,"14,17,7,14",0.994669199,1578,1578,2710,Western Illinois,fcs,Big South-OVC,3,"0,0,0,3",0.00533080101,,,2.801866014
401756854,2025,1,regular,2025-08-29T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3833,Memorial Stadium,2305,Kansas,fbs,Big 12,46,"14,15,10,7",0.988699615,1633,1633,2681,Wagner,fcs,NEC,7,"0,7,0,0",0.011300385,,,2.614416004
401752667,2025,1,regular,2025-08-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,4727,McLane Stadium,239,Baylor,fbs,Big 12,24,"3,7,7,7",0.3652919829,1604,1569,2,Auburn,fbs,SEC,38,"7,10,14,7",0.6347080171,1574,1609,5.207606568
401754375,2025,1,regular,2025-08-30T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3726,Folsom Field,38,Colorado,fbs,Big 12,20,"7,3,3,7",0.1943377703,1634,1613,59,Georgia Tech,fbs,ACC,27,"0,13,7,7",0.8056622297,1536,1557,5.409469095
401757224,2025,1,regular,2025-08-30T01:30:00.000Z,FALSE,TRUE,TRUE,FALSE,,3631,BBVA Compass Stadium,2534,Sam Houston,fbs,Conference USA,21,"7,0,0,14",0.03245411068,1411,1397,2439,UNLV,fbs,Mountain West,38,"14,10,7,7",0.9675458893,1619,1633,3.661821179
401760358,2025,1,regular,2025-08-30T02:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,14,"0,7,7,0",0.1272216737,1484,1467,2117,Central Michigan,fbs,Mid-American,16,"10,3,0,3",0.8727783263,1235,1252,6.099786511
401752677,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,14,"0,7,0,7",0.750937283,1974,1977,251,Texas,fbs,SEC,7,"0,0,0,7",0.249062717,1861,1858,3.839837753
401752673,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3815,M. M. Roberts Stadium,2572,Southern Miss,fbs,Sun Belt,17,"3,7,0,7",0.03146773577,1119,1107,344,Mississippi State,fbs,SEC,34,"10,3,21,0",0.9685322642,1412,1424,4.441994028
401752801,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,31,"14,7,7,3",0.9883077741,1207,1293,2050,Ball State,fbs,Mid-American,0,"0,0,0,0",0.01169222593,1224,1138,2.588454535
401752797,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3665,SECU Stadium,120,Maryland,fbs,Big Ten,39,"7,26,6,0",0.9894888997,1438,1509,2226,Florida Atlantic,fbs,American Athletic,7,"7,0,0,0",0.01051110029,1311,1240,4.649532704
401754520,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,61,"14,20,14,13",0.9959656,1470,1470,2184,Duquesne,fcs,NEC,9,"0,6,0,3",0.004034399986,,,3.475752459
401752803,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,4729,Yulman Stadium,2655,Tulane,fbs,American Athletic,23,"7,13,3,0",0.9883838892,1616,1644,77,Northwestern,fbs,Big Ten,3,"3,0,0,0",0.0116161108,1431,1403,3.473557902
401752676,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,TRUE,FALSE,,5348,Mercedes-Benz Stadium,2633,Tennessee,fbs,SEC,45,"17,14,7,7",0.9442566633,1776,1799,183,Syracuse,fbs,ACC,26,"0,14,6,6",0.05574333668,1499,1476,4.339909415
401762434,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,52,"7,21,10,14",0.9962293506,1543,1543,2678,VMI,fcs,Southern,7,"0,0,7,0",0.003770649433,,,2.789700255
401762792,2025,1,regular,2025-08-30T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3696,Dix Stadium,2309,Kent State,fbs,Mid-American,21,"0,7,7,7",0.7979961634,1006,1006,2771,Merrimack,fcs,FCS Independents,17,"0,3,3,11",0.2020038366,,,5.481133615
401752670,2025,1,regular,2025-08-30T16:45:00.000Z,FALSE,TRUE,FALSE,FALSE,,3683,Kroger Field,96,Kentucky,fbs,SEC,24,"7,3,0,14",1,1498,1507,2649,Toledo,fbs,Mid-American,16,"0,2,0,14",0,1454,1445,4.645077772
401754518,2025,1,regular,2025-08-30T18:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,fbs,ACC,66,"14,7,24,21",0.9878271818,1508,1508,2230,Fordham,fcs,Patriot,10,"3,0,0,7",0.01217281818,,,2.976087308
401756878,2025,1,regular,2025-08-30T18:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3842,Milan Puskar Stadium,277,West Virginia,fbs,Big 12,45,"7,3,14,21",0.9934393764,1470,1470,2523,Robert Morris,fcs,NEC,3,"0,3,0,0",0.006560623646,,,3.57973721
401757167,2025,1,regular,2025-08-30T18:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3892,Pratt & Whitney Stadium,41,UConn,fbs,FBS Independents,59,"14,21,10,14",0.9877551794,1454,1454,2115,Central Connecticut,fcs,NEC,13,"7,3,3,0",0.01224482059,,,3.955504092
401752806,2025,1,regular,2025-08-30T18:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3830,"Memorial Stadium (Bloomington, IN)",84,Indiana,fbs,Big Ten,27,"7,10,10,0",0.5844941139,1800,1800,295,Old Dominion,fbs,Sun Belt,14,"7,0,0,7",0.4155058861,1480,1480,3.924266945
401754519,2025,1,regular,2025-08-30T19:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3873,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,51,"21,20,7,3",0.959836185,1706,1706,2198,Eastern Kentucky,fcs,UAC,17,"0,7,0,10",0.04016381502,,,3.063671602
401752807,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,46,"10,17,12,7",0.9887898564,2063,2073,2440,Nevada,fbs,Mountain West,11,"0,3,0,8",0.01121014357,1294,1284,3.706021586
401762793,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3764,Huskie Stadium,2459,Northern Illinois,fbs,Mid-American,19,"3,3,0,13",0.8463576436,1470,1470,107,Holy Cross,fcs,Patriot,17,"0,3,0,14",0.1536423564,,,6.291488759
401756853,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3772,Jack Trice Stadium,66,Iowa State,fbs,Big 12,55,"14,13,14,14",0.9931229949,1621,1621,233,South Dakota,fcs,MVFC,7,"7,0,0,0",0.0068770051,,,3.354607953
401752665,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3697,Doak Campbell Stadium,52,Florida State,fbs,ACC,31,"7,10,7,7",0.9667693973,1408,1477,333,Alabama,fbs,SEC,17,"7,0,3,7",0.03323060274,1824,1755,4.890692761
401760359,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3713,Falcon Stadium,2005,Air Force,fbs,Mountain West,49,"14,14,14,7",0.9948325753,1438,1438,2083,Bucknell,fcs,Patriot,13,"0,7,3,3",0.005167424679,,,3.441692869
401762456,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,Mid-American,10,"10,0,0,0",0.01575925946,1193,1101,218,Temple,fbs,American Athletic,42,"7,21,0,14",0.9842407405,1192,1284,3.848331369
401752669,2025,1,regular,2025-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3917,Sanford Stadium,61,Georgia,fbs,SEC,45,"14,10,14,7",0.9931291342,1998,2053,276,Marshall,fbs,Sun Belt,7,"0,0,0,7",0.006870865822,1574,1519,2.831958873
401757220,2025,1,regular,2025-08-30T20:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3992,Williams Stadium (VA),2335,Liberty,fbs,Conference USA,28,"0,7,0,21",0.9477583766,1502,1502,311,Maine,fcs,CAA,7,"0,7,0,0",0.0522416234,,,5.501209893
401752804,2025,1,regular,2025-08-30T20:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3626,Autzen Stadium,2483,Oregon,fbs,Big Ten,59,"17,21,14,7",0.9936597943,1860,1860,147,Montana State,fcs,Big Sky,13,"0,3,3,7",0.006340205669,,,2.800442769
401752666,2025,1,regular,2025-08-30T20:15:00.000Z,FALSE,TRUE,FALSE,FALSE,,3887,Razorback Stadium,8,Arkansas,fbs,SEC,52,"10,21,14,7",0.9546503425,1574,1574,2010,Alabama A&M,fcs,SWAC,7,"7,0,0,0",0.04534965754,,,3.687395893
401762433,2025,1,regular,2025-08-30T20:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3805,Simmons Bank Liberty Stadium,235,Memphis,fbs,American Athletic,45,"14,14,10,7",0.9934501052,1604,1604,236,Chattanooga,fcs,Southern,10,"0,3,0,7",0.00654989481,,,2.820495719
401761590,2025,1,regular,2025-08-30T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3651,Bridgeforth Stadium,256,James Madison,fbs,Sun Belt,45,"14,14,3,14",0.9937936068,1627,1627,2692,Weber State,fcs,Big Sky,10,"0,7,3,0",0.006206393242,,,2.760813923
401754616,2025,1,regular,2025-08-30T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3923,Scott Stadium,258,Virginia,fbs,ACC,48,"7,21,14,6",0.9922709465,1404,1521,324,Coastal Carolina,fbs,Sun Belt,7,"0,0,7,0",0.007729053497,1379,1262,3.31299028
401752799,2025,1,regular,2025-08-30T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,34,"3,14,7,10",0.9937663078,1682,1682,399,UAlbany,fcs,CAA,7,"0,7,0,0",0.006233692169,,,3.706247041
401752675,2025,1,regular,2025-08-30T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,35,"7,14,0,14",0.9924291968,1650,1650,2287,Illinois State,fcs,MVFC,3,"0,0,3,0",0.007570803165,,,2.998392806
401757222,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3725,"Johnny ""Red"" Floyd Stadium",2393,Middle Tennessee,fbs,Conference USA,14,"0,7,7,0",0.04707856849,1228,1228,2046,Austin Peay,fcs,UAC,34,"14,7,3,10",0.9529214315,,,3.462974439
401761591,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3625,Centennial Bank Stadium,2032,Arkansas State,fbs,Sun Belt,42,"7,21,7,7",0.9935866594,1344,1344,2546,Southeast Missouri State,fcs,Big South-OVC,24,"7,3,0,14",0.006413340569,,,5.924281247
401752678,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3795,Kyle Field,245,Texas A&M,fbs,SEC,42,"7,14,14,7",1,1674,1700,2636,UTSA,fbs,American Athletic,24,"3,7,7,7",0,1529,1503,5.030838796
401757226,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,fbs,Conference USA,55,"14,28,3,10",0.9874510169,1445,1445,2453,North Alabama,fcs,UAC,6,"6,0,0,0",0.0125489831,,,3.310613619
401756855,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3636,Bill Snyder Family Stadium,2306,Kansas State,fbs,Big 12,38,"10,7,14,7",0.9210139513,1664,1664,155,North Dakota,fcs,MVFC,35,"7,14,0,14",0.0789860487,,,8.240626327
401761593,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,6526,Hancock Whitney Stadium,6,South Alabama,fbs,Sun Belt,38,"7,10,7,14",0.9913713336,1555,1555,2415,Morgan State,fcs,MEAC,21,"7,0,7,7",0.008628666401,,,5.201684145
401761595,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3975,Veterans Memorial Stadium (AL),2653,Troy,fbs,Sun Belt,38,"0,7,3,28",0.996663332,1476,1476,2447,Nicholls,fcs,Southland,20,"0,10,7,3",0.003336668015,,,6.052806293
401752668,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3634,Ben Hill Griffin Stadium,57,Florida,fbs,SEC,55,"14,24,10,7",0.9889460802,1678,1678,2341,Long Island University,fcs,NEC,0,"0,0,0,0",0.01105391979,,,2.38588307
401752679,2025,1,regular,2025-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,45,"14,14,7,10",0.9889649749,1497,1497,2127,Charleston Southern,fcs,Big South-OVC,3,"0,0,0,3",0.01103502512,,,2.745186911
401752671,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,fbs,ACC,10,"3,7,0,0",0.3002185225,1704,1692,99,LSU,fbs,SEC,17,"0,3,7,7",0.6997814775,1718,1730,5.004065274
401756877,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3784,Jones AT&T Stadium,2641,Texas Tech,fbs,Big 12,67,"23,24,14,6",0.9876359701,1571,1571,2029,Arkansas-Pine Bluff,fcs,SWAC,7,"0,0,0,7",0.01236402988,,,2.799028233
401752808,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,34,"14,10,3,7",0.9898145199,1772,1771,167,New Mexico,fbs,Mountain West,17,"0,10,7,0",0.01018548012,1331,1332,3.66315974
401757225,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3905,Maverik Stadium,328,Utah State,fbs,Mountain West,28,"10,10,8,0",0.8222848773,1408,1418,2638,UTEP,fbs,Conference USA,16,"7,3,0,6",0.1777151227,1240,1230,4.996551118
401752798,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,477,Los Angeles Memorial Coliseum,30,USC,fbs,Big Ten,73,"14,28,14,17",0.9899773598,1676,1841,2623,Missouri State,fbs,Conference USA,13,"3,7,3,0",0.01002264023,1500,1335,3.027973531
401757221,2025,1,regular,2025-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3776,Joe Aillet Stadium,2348,Louisiana Tech,fbs,Conference USA,24,"0,3,21,0",0.9545804262,1397,1397,2545,SE Louisiana,fcs,Southland,0,"0,0,0,0",0.04541957378,,,4.763426745
401752672,2025,1,regular,2025-08-30T23:45:00.000Z,FALSE,TRUE,FALSE,FALSE,,3974,Vaught-Hemingway Stadium,145,Ole Miss,fbs,SEC,63,"7,18,17,21",0.9937152863,1838,1939,2247,Georgia State,fbs,Sun Belt,7,"0,7,0,0",0.006284713745,1331,1230,3.420460385
401761592,2025,1,regular,2025-08-31T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3666,Cajun Field,309,Louisiana,fbs,Sun Belt,12,"3,3,6,0",0.257291019,1474,1463,242,Rice,fbs,American Athletic,14,"0,14,0,0",0.742708981,1326,1337,5.187988331
401756851,2025,1,regular,2025-08-31T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3801,LaVell Edwards Stadium,252,BYU,fbs,Big 12,69,"14,35,6,14",0.996555686,1644,1644,2502,Portland State,fcs,Big Sky,0,"0,0,0,0",0.003444314003,,,3.25803594
401762457,2025,1,regular,2025-08-31T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3674,Chapman Stadium,202,Tulsa,fbs,American Athletic,35,"7,3,11,14",0.9792423248,1041,1041,2000,Abilene Christian,fcs,UAC,7,"0,0,0,7",0.02075767517,,,3.551272659
401761594,2025,1,regular,2025-08-31T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3644,Bobcat Stadium (TX),326,Texas State,fbs,Sun Belt,52,"14,10,14,14",0.9995025992,1593,1623,2199,Eastern Michigan,fbs,Mid-American,27,"3,14,0,10",0.0004974007607,1283,1253,4.503330171
401762435,2025,1,regular,2025-08-31T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3825,DATCU Stadium,249,North Texas,fbs,American Athletic,51,"13,24,14,0",0.990288496,1411,1411,2320,Lamar,fcs,Southland,0,"0,0,0,0",0.009711503983,,,2.98211077
401757223,2025,1,regular,2025-08-31T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3601,Aggie Memorial Stadium,166,New Mexico State,fbs,Conference USA,19,"6,3,0,10",0.8037628531,1246,1246,2803,Bryant,fcs,CAA,3,"3,0,0,0",0.1962371469,,,5.181438933
401754521,2025,1,regular,2025-08-31T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3735,Gerald J. Ford Stadium,2567,SMU,fbs,ACC,42,"14,7,7,14",0.9487073421,1717,1717,2837,East Texas A&M,fcs,Southland,13,"0,3,0,10",0.05129265785,,,3.669642265
401760361,2025,1,regular,2025-08-31T01:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3660,Valley Children's Stadium,278,Fresno State,fbs,Mountain West,42,"10,3,15,14",1,1441,1516,290,Georgia Southern,fbs,Sun Belt,14,"7,7,0,0",0,1457,1382,5.103442618
401752947,2025,1,regular,2025-08-31T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3820,Gesa Field,265,Washington State,fbs,Pac-12,13,"0,7,3,3",0.1494228989,1520,1520,70,Idaho,fcs,Big Sky,10,"0,0,0,10",0.8505771011,,,5.313511565
401756850,2025,1,regular,2025-08-31T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,,3947,Mountain America Stadium,9,Arizona State,fbs,Big 12,38,"14,3,14,7",0.9859762192,1700,1700,2464,Northern Arizona,fcs,Big Sky,19,"0,6,7,6",0.01402378082,,,4.068778435
401752936,2025,1,regular,2025-08-31T02:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3893,Reser Stadium,204,Oregon State,fbs,Pac-12,15,"0,3,6,6",0.1950585395,1406,1371,25,California,fbs,ACC,34,"14,3,7,10",0.8049414605,1519,1554,2.818793069
401756849,2025,1,regular,2025-08-31T02:30:00.000Z,FALSE,TRUE,FALSE,FALSE,,3619,Arizona Stadium,12,Arizona,fbs,Big 12,40,"7,10,14,9",0.9286626577,1371,1451,62,Hawai'i,fbs,Mountain West,6,"3,3,0,0",0.07133734226,1258,1178,3.562811782
